track name="Enhancers in LnCAP" itemRGB=On color=0,0,0
82_MACS_peak_461_lociStitched,chr1,10688267,10876262,NM_017766,1,1,364127.5155,31639.5585
19_MACS_peak_38280_lociStitched,chr9,137218747,137335839,NR_023344,2,1,343220.0704,27446.3648
43_MACS_peak_19075_lociStitched,chr19,13094580,13207401,NM_002501,3,1,325150.122,23669.8458
28_MACS_peak_11406_lociStitched,chr14,99974212,100073364,NM_001144995,4,1,277209.1616,22933.8576
57_MACS_peak_14800_lociStitched,chr16,85547697,85716767,NM_001134473,5,1,240113.214,24227.731
31_MACS_peak_19422_lociStitched,chr19,18551194,18633087,NM_006532,6,1,210112.8701,17443.209
27_MACS_peak_9559_lociStitched,chr12,124831958,124925781,NM_006312,7,1,192252.7093,18586.3363
68_MACS_peak_36429_lociStitched,chr8,128810486,128990391,NR_031610,8,1,189655.851,24664.9755
34_MACS_peak_11326_lociStitched,chr14,93469676,93581773,NM_001142594,9,1,159872.7414,22419.4
12_MACS_peak_37997_lociStitched,chr9,130704166,130753604,NM_001035254,10,1,146430.4122,11257.0326
41_MACS_peak_7637_lociStitched,chr11,113946734,114070565,NM_001018011,11,1,151581.5271,22054.3011
71_MACS_peak_15000_lociStitched,chr16,89357660,89540673,NM_013275,12,1,148515.0495,19710.5001
15_MACS_peak_5728_lociStitched,chr10,134202941,134278780,NM_173541,13,1,144025.8449,16275.0494
20_MACS_peak_19888_lociStitched,chr19,39616352,39662849,NM_005884,14,1,134511.1713,8471.7534
13_MACS_peak_14356_lociStitched,chr16,67462104,67506388,NM_000196,15,1,136700.2796,11221.5656
21_MACS_peak_14923_lociStitched,chr16,88791319,88849387,NM_001142864,16,1,129079.3572,7926.282
69_MACS_peak_18056_lociStitched,chr18,55802908,56005726,NM_001144966,17,1,138666.6666,21539.2716
13_MACS_peak_18458_lociStitched,chr19,2031405,2062945,NM_017572,18,1,115360.704,4399.83
24_MACS_peak_4974_lociStitched,chr10,80808097,80890323,NM_020338,19,1,128971.481,18681.7472
23_MACS_peak_25703_lociStitched,chr22,36719044,36792649,NM_002473,20,1,121551.297,12439.245
14_MACS_peak_1529_lociStitched,chr1,43998407,44043673,NM_002840,21,1,116854.179,9781.9826
58_MACS_peak_34049_lociStitched,chr7,50652605,50808104,NM_001001550,22,1,130774.659,23775.7971
20_MACS_peak_20461_lociStitched,chr19,51338680,51394922,NM_001648,23,1,114981.1448,8953.7264
29_MACS_peak_27362_lociStitched,chr3,58080360,58161761,NM_004944,24,1,119065.2427,14497.5181
36_MACS_peak_27318_lociStitched,chr3,57984318,58064720,NM_001164318,25,1,114347.7244,9784.9234
46_MACS_peak_12845_lociStitched,chr15,89633036,89728122,NM_007011,26,1,113675.313,10725.7008
22_MACS_peak_27240_lociStitched,chr3,53166821,53229403,NM_006254,27,1,114024.404,16058.5412
11_MACS_peak_17429_lociStitched,chr17,80038596,80067340,NM_004104,28,1,101641.6584,7088.2704
16_MACS_peak_17254_lociStitched,chr17,77760586,77818726,NM_020649,29,1,102774.078,10145.43
7_MACS_peak_7724_lociStitched,chr11,118777620,118804599,NM_182557,30,1,96231.3951,5975.8485
19_MACS_peak_1767_lociStitched,chr1,54728942,54781150,NM_016491,31,1,98808.8608,10676.536
23_MACS_peak_153_lociStitched,chr1,2160128,2245186,NM_003036,32,1,102231.2102,14162.157
19_MACS_peak_11101_lociStitched,chr14,77466618,77509747,NM_024496,33,1,93775.3847,6728.124
16_MACS_peak_1196_lociStitched,chr1,33160711,33240289,NM_020888,34,1,93615.5592,12071.9826
13_MACS_peak_7856_lociStitched,chr11,126196991,126257230,NM_006278,35,1,93237.9242,12981.5045
14_MACS_peak_27844_lociStitched,chr3,128038303,128084112,NR_031703,36,1,89103.0859,10389.4812
18_MACS_peak_8052_lociStitched,chr12,6311166,6351193,NM_001769,37,1,85841.9042,7417.0031
40_MACS_peak_10524_lociStitched,chr14,30258615,30394958,NM_002742,38,1,84532.66,7198.9104
18_MACS_peak_20627_lociStitched,chr19,56600655,56657615,NM_001002836,39,1,86020.992,8731.968
20_MACS_peak_37935_lociStitched,chr9,130283982,130338931,NM_022833,40,1,84747.8427,10220.514
17_MACS_peak_11017_lociStitched,chr14,74178833,74254711,NM_194278,41,1,87616.3266,13225.5354
MACS_peak_38406,chr9,140061742,140069367,NM_001013653,42,1,76770.7875,2441.525
25_MACS_peak_3462_lociStitched,chr1,207979504,208042872,NR_026817,43,1,84748.3632,10721.8656
8_MACS_peak_38115_lociStitched,chr9,132241106,132261678,NM_014064,44,1,77778.6176,4132.9148
10_MACS_peak_31099_lociStitched,chr5,139016571,139065130,NM_016463,45,1,81613.1113,10843.2247
5_MACS_peak_2716_lociStitched,chr1,154970393,154996095,NM_015872,46,1,74684.8716,4567.2454
27_MACS_peak_19843_lociStitched,chr19,39138181,39227050,NM_004924,47,1,85278.6924,16085.289
15_MACS_peak_18426_lociStitched,chr19,1825803,1876878,NM_020695,48,1,75871.9125,7252.65
11_MACS_peak_6942_lociStitched,chr11,65238207,65275483,NR_002819,49,1,71909.1316,4137.636
14_MACS_peak_11581_lociStitched,chr14,104158474,104203310,NM_001100119,50,1,75243.7752,8182.57
26_MACS_peak_1779_lociStitched,chr1,54793692,54875401,NM_145716,51,1,82158.3995,15385.8047
17_MACS_peak_9584_lociStitched,chr12,124964251,125028141,NM_006312,52,1,79619.718,13263.564
12_MACS_peak_6924_lociStitched,chr11,65183799,65223148,NR_030343,53,1,71839.4693,5851.1963
19_MACS_peak_7301_lociStitched,chr11,74999866,75061079,NR_029891,54,1,74685.9813,9181.95
21_MACS_peak_5570_lociStitched,chr10,126686184,126757823,NR_036178,55,1,78150.9851,13468.132
24_MACS_peak_10235_lociStitched,chr13,113347378,113436075,NM_015205,56,1,80687.6609,16745.9936
9_MACS_peak_24352_lociStitched,chr20,60911676,60950495,NM_005560,57,1,71492.9523,8365.4945
17_MACS_peak_17514_lociStitched,chr17,80816290,80853896,NM_005993,58,1,69589.903,7874.6964
7_MACS_peak_15851_lociStitched,chr17,27067637,27093866,NM_004295,59,1,66527.2356,5245.8
12_MACS_peak_4787_lociStitched,chr10,74056932,74124596,NM_017626,60,1,71331.3888,10406.7232
10_MACS_peak_12422_lociStitched,chr15,69844509,69896390,NR_026979,61,1,69826.6379,9141.4322
10_MACS_peak_32361_lociStitched,chr6,34495030,34535509,NM_012391,62,1,66199.3566,5756.1138
7_MACS_peak_26319_lociStitched,chr22,50339456,50364696,NM_001001852,63,1,65926.88,5835.488
29_MACS_peak_6338_lociStitched,chr11,34645230,34691519,NM_012153,64,1,65133.2519,5332.4928
14_MACS_peak_26950_lociStitched,chr3,46966664,47029572,NM_144716,65,1,71161.5296,11707.1788
11_MACS_peak_1483_lociStitched,chr1,43389610,43427434,NR_033967,66,1,66611.8464,7303.8144
MACS_peak_26226,chr22,46497455,46507321,NR_029478,67,1,61164.267,2284.9656
9_MACS_peak_27862_lociStitched,chr3,128096869,128115003,NR_031703,68,1,62924.98,4460.964
MACS_peak_38408,chr9,140081682,140091623,NM_013366,69,1,62657.1289,4403.863
13_MACS_peak_23615_lociStitched,chr20,25251497,25304717,NM_002862,70,1,67887.432,10016.004
10_MACS_peak_18750_lociStitched,chr19,6218011,6244367,NM_005934,71,1,63338.7392,5468.87
12_MACS_peak_3263_lociStitched,chr1,201972436,202026677,NM_001114309,72,1,64356.9465,6487.2236
