track name="Enhancers in NHLF" itemRGB=On color=0,0,0
32_MACS_peak_11058_lociStitched,chr15,67356935,67491260,NM_001145102,1,1,292103.145,12989.2275
6_MACS_peak_5876_lociStitched,chr11,65238599,65276505,NR_002819,2,1,226859.8288,3597.2794
12_MACS_peak_8141_lociStitched,chr12,109192006,109252762,NM_001161331,3,1,203763.4728,4763.2704
7_MACS_peak_2159_lociStitched,chr1,156066014,156100846,NM_170708,4,1,166960.2256,2406.8912
15_MACS_peak_30249_lociStitched,chr7,130567020,130630959,NR_034120,5,1,168351.387,6726.3828
24_MACS_peak_4318_lociStitched,chr10,80826515,80957357,NM_020338,6,1,168969.3588,8805.6666
19_MACS_peak_26818_lociStitched,chr5,172280102,172383126,NR_026683,7,1,155267.4704,6572.9312
19_MACS_peak_29480_lociStitched,chr7,55118423,55229229,NM_201283,8,1,155217.0448,11678.9524
MACS_peak_21738,chr22,46467201,46489477,NR_027033,9,1,140548.1944,1635.0584
19_MACS_peak_15924_lociStitched,chr19,13093854,13202775,NM_002501,10,1,142327.0707,6905.5914
13_MACS_peak_12597_lociStitched,chr16,70714139,70795541,NM_138383,11,1,136283.2284,4477.11
5_MACS_peak_14847_lociStitched,chr18,3579450,3626138,NR_024101,12,1,131828.2368,3651.0016
24_MACS_peak_14573_lociStitched,chr17,75345821,75449108,NR_036200,13,1,132537.8784,5835.7155
19_MACS_peak_21439_lociStitched,chr22,36718030,36784165,NM_002473,14,1,130781.9625,4563.315
7_MACS_peak_5865_lociStitched,chr11,65184033,65223357,NR_030343,15,1,129014.1792,3633.5376
16_MACS_peak_4502_lociStitched,chr10,95181804,95243064,NM_133337,16,1,128676.63,5164.218
11_MACS_peak_14597_lociStitched,chr17,76309687,76356212,NM_003955,17,1,125101.0725,2437.91
MACS_peak_14014,chr17,46646373,46671210,NR_029608,18,1,118738.2459,2168.2701
10_MACS_peak_17710_lociStitched,chr2,47259899,47322294,NM_001743,19,1,117520.9825,4373.8895
10_MACS_peak_26810_lociStitched,chr5,172184551,172244072,NM_004417,20,1,114286.2721,4368.8414
9_MACS_peak_18342_lociStitched,chr2,112198762,112262831,NR_024373,21,1,120635.5201,12519.0826
9_MACS_peak_18129_lociStitched,chr2,87744785,87808232,NR_024204,22,1,119083.6743,12346.7862
25_MACS_peak_19597_lociStitched,chr2,238079488,238236456,NM_198189,23,1,121901.3488,16120.6136
19_MACS_peak_6718_lociStitched,chr11,128322891,128400786,NM_005238,24,1,114248.5965,8817.714
18_MACS_peak_33145_lociStitched,chr9,130257112,130337618,NM_022833,25,1,108473.7844,4371.4758
19_MACS_peak_5288_lociStitched,chr11,12177499,12258351,NM_014632,26,1,110783.4104,7187.7428
4_MACS_peak_21316_lociStitched,chr22,30590061,30609920,NM_002309,27,1,104233.9333,1715.8176
11_MACS_peak_14618_lociStitched,chr17,76857197,76932891,NM_003255,28,1,105025.425,4170.7394
5_MACS_peak_9396_lociStitched,chr14,23291569,23322981,NM_004995,29,1,102063.8704,2010.368
8_MACS_peak_20372_lociStitched,chr20,45937223,45990269,NR_024594,30,1,102044.5902,3792.789
15_MACS_peak_32305_lociStitched,chr9,37936598,38049370,NM_003028,31,1,102081.2144,8142.1384
5_MACS_peak_3413_lociStitched,chr10,3817778,3854622,NR_027653,32,1,97942.4052,4085.9996
6_MACS_peak_4730_lociStitched,chr10,106057926,106111163,NM_033397,33,1,98110.4673,4381.4051
5_MACS_peak_3619_lociStitched,chr10,17240879,17278072,NM_003380,34,1,96300.1156,4225.1248
10_MACS_peak_28210_lociStitched,chr6,111872522,111927819,NM_001164282,35,1,95641.6912,5441.2248
4_MACS_peak_8237_lociStitched,chr12,115105622,115131435,NM_005996,36,1,91153.4469,2325.7513
9_MACS_peak_25253_lociStitched,chr5,366718,402100,NM_138464,37,1,90659.2986,2129.9964
5_MACS_peak_31924_lociStitched,chr8,145007430,145031745,NR_030383,38,1,88983.174,804.8265
8_MACS_peak_14600_lociStitched,chr17,76370390,76394606,NM_024419,39,1,88223.7312,1462.6464
10_MACS_peak_10884_lociStitched,chr15,60651411,60701344,NM_001002858,40,1,91162.6781,4823.5278
10_MACS_peak_28757_lociStitched,chr6,158422991,158491107,NM_003898,41,1,88802.8292,4454.7864
7_MACS_peak_14222_lociStitched,chr17,59457577,59494982,NM_005994,42,1,85743.4815,1915.136
14_MACS_peak_10017_lociStitched,chr14,75018493,75087538,NM_000428,43,1,89150.904,6082.8645
7_MACS_peak_30355_lociStitched,chr7,137654671,137687008,NM_194071,44,1,85456.9899,3165.7923
19_MACS_peak_6580_lociStitched,chr11,122024296,122086432,NR_024430,45,1,89649.8208,7387.9704
9_MACS_peak_20444_lociStitched,chr20,48900422,48963339,NR_034124,46,1,85862.8299,4542.6074
8_MACS_peak_11512_lociStitched,chr15,96864556,96903688,NM_001145157,47,1,83656.3896,3322.3068
16_MACS_peak_27848_lociStitched,chr6,52356023,52441802,NM_012288,48,1,88498.1943,8226.2061
12_MACS_peak_16396_lociStitched,chr19,39138303,39204748,NM_004924,49,1,83680.833,4205.9685
4_MACS_peak_6504_lociStitched,chr11,118777876,118799655,NM_182557,50,1,80525.6746,1415.635
5_MACS_peak_33255_lociStitched,chr9,132222863,132260714,NM_014064,51,1,80497.7217,2013.6732
12_MACS_peak_31563_lociStitched,chr8,118989606,119048786,NM_000127,52,1,84426.188,6202.064
7_MACS_peak_3182_lociStitched,chr1,234734858,234768110,NM_182972,53,1,81806.5704,3677.6712
7_MACS_peak_10091_lociStitched,chr14,77489491,77530863,NM_024496,54,1,80257.5428,2916.726
9_MACS_peak_5853_lociStitched,chr11,65042752,65085906,NM_006779,55,1,79817.6384,2930.1566
6_MACS_peak_33302_lociStitched,chr9,133698837,133737735,NM_005157,56,1,79783.6878,3878.1306
10_MACS_peak_3197_lociStitched,chr1,235090559,235134259,NR_002956,57,1,79337.35,3692.65
8_MACS_peak_22634_lociStitched,chr3,71098696,71162859,NM_032682,58,1,82744.6048,7141.3419
20_MACS_peak_18263_lociStitched,chr2,102636977,102772422,NM_145687,59,1,88987.365,13503.8665
10_MACS_peak_31737_lociStitched,chr8,128900610,128941873,NR_031609,60,1,78729.804,3461.9657
11_MACS_peak_33061_lociStitched,chr9,127020406,127072885,NM_001166169,61,1,78193.71,3001.7988
8_MACS_peak_11580_lociStitched,chr15,101707607,101748800,NM_014918,62,1,78625.0791,3905.0964
3_MACS_peak_12363_lociStitched,chr16,56639078,56649387,NM_005953,63,1,75161.8881,1081.4141
6_MACS_peak_9904_lociStitched,chr14,69245566,69283795,NM_207442,64,1,77165.2365,3417.6726
6_MACS_peak_2177_lociStitched,chr1,156444667,156481327,NM_005920,65,1,76201.476,2635.854
14_MACS_peak_26651_lociStitched,chr5,151038742,151080828,NM_003118,66,1,77147.8466,4036.0474
3_MACS_peak_20828_lociStitched,chr21,36238000,36264270,NM_001122607,67,1,75581.417,2745.215
14_MACS_peak_31858_lociStitched,chr8,141595273,141657122,NR_023360,68,1,75894.9079,3389.3252
10_MACS_peak_25359_lociStitched,chr5,14143875,14209941,NM_007118,69,1,78294.8166,6633.0264
5_MACS_peak_5259_lociStitched,chr11,12087398,12112249,NM_014632,70,1,73129.0377,1883.7058
8_MACS_peak_3609_lociStitched,chr10,17027229,17081559,NM_004412,71,1,75084.06,5237.412
8_MACS_peak_10477_lociStitched,chr15,33110865,33166314,NM_001103184,72,1,74401.4682,6526.3473
10_MACS_peak_9349_lociStitched,chr13,114864377,114898265,NM_007368,73,1,69531.3984,1660.512
8_MACS_peak_7980_lociStitched,chr12,96612709,96652820,NM_005230,74,1,70980.4256,3184.8134
5_MACS_peak_6921_lociStitched,chr12,6640117,6663174,NM_002046,75,1,69168.6943,1459.5081
7_MACS_peak_14172_lociStitched,chr17,57902165,57933349,NR_029493,76,1,69958.1856,2588.272
15_MACS_peak_18731_lociStitched,chr2,161224538,161289934,NM_016836,77,1,74728.0092,7494.3816
11_MACS_peak_27154_lociStitched,chr6,11194509,11233867,NM_182966,78,1,71080.548,3927.9284
6_MACS_peak_5823_lociStitched,chr11,64617287,64646160,NM_006795,79,1,68368.3767,1423.4389
7_MACS_peak_6500_lociStitched,chr11,118474910,118505760,NM_001144759,80,1,68832.52,2051.525
4_MACS_peak_13122_lociStitched,chr17,2294773,2322347,NM_020310,81,1,68284.2536,1734.4046
7_MACS_peak_16632_lociStitched,chr19,45930937,45982676,NM_001114171,82,1,69283.6949,2747.3409
4_MACS_peak_24033_lociStitched,chr4,13892688,13925052,NR_033931,83,1,69958.0224,3670.0776
9_MACS_peak_20534_lociStitched,chr20,54988681,55019645,NM_001164114,84,1,68777.2368,2839.3988
3_MACS_peak_23152_lociStitched,chr3,134179072,134206636,NM_001042383,85,1,68366.9892,2693.0028
13_MACS_peak_21050_lociStitched,chr21,47447910,47520896,NM_001849,86,1,70562.8648,5028.7354
10_MACS_peak_22259_lociStitched,chr3,45125660,45188156,NM_022842,87,1,70720.4736,5737.1328
10_MACS_peak_23208_lociStitched,chr3,141102107,141176202,NM_006506,88,1,72398.2245,7431.7285
7_MACS_peak_13112_lociStitched,chr17,2114832,2148854,NM_001170957,89,1,68037.1956,3664.1694
7_MACS_peak_2684_lociStitched,chr1,201593865,201626892,NM_020443,90,1,67097.6532,2863.4409
8_MACS_peak_18280_lociStitched,chr2,105988227,106022785,NM_001039492,91,1,66807.5256,3089.4852
12_MACS_peak_5496_lociStitched,chr11,35159731,35214538,NM_000610,92,1,69818.6373,6154.8261
6_MACS_peak_7055_lociStitched,chr12,13347225,13377758,NM_001423,93,1,66867.27,3312.8305
12_MACS_peak_19557_lociStitched,chr2,235857231,235905366,NM_014521,94,1,66975.039,3432.0255
6_MACS_peak_5916_lociStitched,chr11,66079177,66111280,NM_004292,95,1,64912.266,1576.2573
4_MACS_peak_12858_lociStitched,chr16,86530125,86553839,NR_036444,96,1,64563.7364,1356.4408
5_MACS_peak_15950_lociStitched,chr19,13251013,13283832,NM_004907,97,1,64075.8156,1165.0745
1_MACS_peak_1465_lociStitched,chr1,86041740,86051213,NM_001554,98,1,63837.5997,981.4028
5_MACS_peak_904_lociStitched,chr1,36808392,36854037,NM_032017,99,1,65564.478,3062.7795
4_MACS_peak_7264_lociStitched,chr12,46760966,46798138,NM_018976,100,1,66054.644,3639.1388
2_MACS_peak_13236_lociStitched,chr17,7737171,7749122,NM_144607,101,1,63262.6185,866.4475
8_MACS_peak_9305_lociStitched,chr13,113831608,113871322,NM_001127203,102,1,66235.0092,4074.6564
10_MACS_peak_19662_lociStitched,chr2,239331568,239368041,NM_001040445,103,1,64794.2845,2691.7074
5_MACS_peak_1086_lociStitched,chr1,45267561,45286425,NM_001136537,104,1,63184.968,1120.5216
1_MACS_peak_8236_lociStitched,chr12,114833059,114852784,NM_181486,105,1,63437.5725,1518.825
7_MACS_peak_5461_lociStitched,chr11,33710196,33759457,NM_001127225,106,1,65522.0561,4172.4067
6_MACS_peak_6014_lociStitched,chr11,69063267,69089937,NM_139075,107,1,62874.525,1920.24
1_MACS_peak_17890_lociStitched,chr2,66659643,66674950,NM_002398,108,1,62206.1173,1426.6124
7_MACS_peak_30790_lociStitched,chr8,23187181,23224608,NM_002318,109,1,63109.4074,2769.598
8_MACS_peak_25884_lociStitched,chr5,77797107,77844614,NM_005779,110,1,65051.3351,4760.2014
6_MACS_peak_11245_lociStitched,chr15,75930562,75966793,NM_153271,111,1,61936.8945,2061.5439
2_MACS_peak_6912_lociStitched,chr12,6432599,6452165,NM_001065,112,1,61065.486,1301.139
13_MACS_peak_2756_lociStitched,chr1,203594826,203643779,NM_001684,113,1,63521.4128,3774.2763
MACS_peak_29207,chr7,27175128,27193124,NM_019102,114,1,60774.2916,1481.0708
3_MACS_peak_8713_lociStitched,chr13,31437818,31456030,NM_005800,115,1,60911.8552,2108.9496
MACS_peak_21737,chr22,46458043,46467002,NM_018280,116,1,59360.5422,790.1838
9_MACS_peak_29986_lociStitched,chr7,104584012,104625974,NR_024586,117,1,61982.0702,3558.3776
6_MACS_peak_13098_lociStitched,chr17,1960419,1994891,NM_001098202,118,1,60760.3472,2350.9904
2_MACS_peak_14843_lociStitched,chr18,3446326,3459637,NM_173211,119,1,59416.3107,1454.8923
5_MACS_peak_18605_lociStitched,chr2,151323487,151353766,NM_005168,120,1,62105.2569,4157.3067
11_MACS_peak_27791_lociStitched,chr6,43996749,44043014,NM_032111,121,1,61939.582,4029.6815
9_MACS_peak_28611_lociStitched,chr6,148822480,148860540,NM_015278,122,1,61242.346,3752.716
7_MACS_peak_5743_lociStitched,chr11,62303886,62328911,NM_001620,123,1,58908.85,1521.52
7_MACS_peak_12635_lociStitched,chr16,73078722,73116866,NM_001164766,124,1,60545.9712,3280.384
4_MACS_peak_26269_lociStitched,chr5,131592727,131606264,NM_001131027,125,1,57900.4564,996.3232
4_MACS_peak_15905_lociStitched,chr19,12887980,12905472,NM_002229,126,1,57786.5712,1063.5136
4_MACS_peak_13251_lociStitched,chr17,8041375,8062221,NM_002616,127,1,57716.3202,1098.5842
5_MACS_peak_8481_lociStitched,chr12,125388857,125425991,NM_021009,128,1,59295.5712,2863.0314
12_MACS_peak_887_lociStitched,chr1,36599046,36654241,NM_018067,129,1,60002.4845,3620.792
2_MACS_peak_7793_lociStitched,chr12,76413107,76427293,NM_007350,130,1,58088.8328,1713.6688
10_MACS_peak_15707_lociStitched,chr19,6056229,6110596,NM_000635,131,1,60466.9774,4164.5122
7_MACS_peak_12348_lociStitched,chr16,55504321,55537657,NM_001127891,132,1,58884.7104,2980.2384
MACS_peak_29202,chr7,27139764,27158843,NM_006735,133,1,57658.6459,1791.5181
5_MACS_peak_9804_lociStitched,chr14,62013693,62054161,NM_001530,134,1,59613.4108,4071.0808
4_MACS_peak_12022_lociStitched,chr16,20908920,20926502,NM_001128302,135,1,57194.246,1710.7286
6_MACS_peak_12666_lociStitched,chr16,75267641,75300554,NM_001170717,136,1,56393.1342,1184.868
2_MACS_peak_28937_lociStitched,chr7,1570653,1579219,NM_002360,137,1,55538.5176,370.9078
MACS_peak_5901,chr11,65678258,65686471,NM_001135635,138,1,55785.9812,698.9263
8_MACS_peak_14131_lociStitched,chr17,55938068,55977332,NM_017949,139,1,57784.8288,2830.9344
4_MACS_peak_17720_lociStitched,chr2,47397333,47429134,NM_001743,140,1,58090.8867,3202.3607
7_MACS_peak_12897_lociStitched,chr16,87465556,87505526,NM_015144,141,1,58292.248,3441.417
3_MACS_peak_6415_lociStitched,chr11,111603412,111618338,NM_181700,142,1,56630.7366,1788.1348
5_MACS_peak_1327_lociStitched,chr1,66992474,67031615,NM_032291,143,1,58918.9473,4579.497
6_MACS_peak_18868_lociStitched,chr2,175636418,175672751,NM_000079,144,1,58234.5324,3909.4308
3_MACS_peak_29996_lociStitched,chr7,104643446,104658675,NR_024586,145,1,55573.6668,1411.7283
5_MACS_peak_16471_lociStitched,chr19,41712653,41738361,NM_001699,146,1,55295.3372,1179.9972
3_MACS_peak_32348_lociStitched,chr9,73022078,73036720,NM_001206,147,1,55541.4986,1452.4864
4_MACS_peak_20329_lociStitched,chr20,43963950,43987786,NM_002999,148,1,55857.2824,2011.7584
11_MACS_peak_4666_lociStitched,chr10,104380869,104437042,NM_030912,149,1,56852.6933,3027.7247
5_MACS_peak_14547_lociStitched,chr17,75304764,75329964,NM_006640,150,1,55069.56,1305.36
13_MACS_peak_25630_lociStitched,chr5,52655451,52727176,NM_013409,151,1,61877.1575,8485.0675
15_MACS_peak_11971_lociStitched,chr16,16039792,16120564,NM_019862,152,1,58228.5348,4991.7096
10_MACS_peak_12984_lociStitched,chr16,89362700,89411307,NM_182531,153,1,56024.4282,2877.5344
7_MACS_peak_26930_lociStitched,chr5,178683903,178713022,NM_014594,154,1,54405.9396,1412.2715
2_MACS_peak_14384_lociStitched,chr17,66373243,66388053,NM_017983,155,1,54169.056,1187.762
11_MACS_peak_3015_lociStitched,chr1,223886931,223919953,NM_001748,156,1,55552.9106,2628.5512
9_MACS_peak_31010_lociStitched,chr8,38749733,38797384,NM_021623,157,1,56528.3813,3683.4223
16_MACS_peak_4048_lociStitched,chr10,63776770,63848488,NM_032199,158,1,61132.4232,8606.16
9_MACS_peak_21508_lociStitched,chr22,38597949,38657716,NM_001161573,159,1,55314.3585,3072.0238
11_MACS_peak_9133_lociStitched,chr13,97874260,97933277,NM_144778,160,1,58149.4501,6002.0289
3_MACS_peak_18576_lociStitched,chr2,145264515,145282707,NM_001171653,161,1,54106.6464,1988.3856
14_MACS_peak_32809_lociStitched,chr9,112856945,112915616,NM_001136562,162,1,57556.251,5462.2701
6_MACS_peak_32514_lociStitched,chr9,93923869,93971192,NM_001698,163,1,56101.4165,4136.0302
4_MACS_peak_3813_lociStitched,chr10,33226674,33252850,NM_133376,164,1,54380.64,3075.68
10_MACS_peak_23500_lociStitched,chr3,170420325,170473451,NM_001099645,165,1,57344.2044,6226.3672
3_MACS_peak_14229_lociStitched,chr17,59528608,59553367,NM_018488,166,1,52937.2179,1874.2563
4_MACS_peak_21522_lociStitched,chr22,38701542,38715036,NM_152221,167,1,51777.8274,824.4834
5_MACS_peak_18898_lociStitched,chr2,178104393,178140904,NM_001145413,168,1,54390.4367,3610.9379
2_MACS_peak_8147_lociStitched,chr12,109895266,109908551,NM_031954,169,1,51936.379,1178.3795
10_MACS_peak_22196_lociStitched,chr3,42054488,42114918,NM_001042646,170,1,55607.686,4961.303
5_MACS_peak_21160_lociStitched,chr22,20903603,20928961,NM_015889,171,1,52430.2008,1846.0624
1_MACS_peak_2328_lociStitched,chr1,165863604,165869793,NR_037431,172,1,51028.305,596.0007
10_MACS_peak_19646_lociStitched,chr2,238570901,238624912,NM_001137551,173,1,54437.6869,4277.6712
3_MACS_peak_8127_lociStitched,chr12,109115067,109129016,NM_014325,174,1,51551.3193,1491.1481
5_MACS_peak_17618_lociStitched,chr2,43286248,43330305,NM_006887,175,1,53101.9021,3180.9154
6_MACS_peak_12939_lociStitched,chr16,88257493,88280239,NM_001173543,176,1,52636.5186,2800.0326
1_MACS_peak_23690_lociStitched,chr3,187454897,187465351,NM_001706,177,1,50956.9776,1163.5302
6_MACS_peak_1456_lociStitched,chr1,85778780,85810610,NM_003921,178,1,53343.897,3603.156
5_MACS_peak_666_lociStitched,chr1,27097156,27126833,NM_017837,179,1,52540.1608,2810.4119
2_MACS_peak_13758_lociStitched,chr17,38697958,38711023,NM_003079,180,1,50493.612,947.2125
